listing_id,host_id,superhost,response_time,response_rate,number_of_reviews,review_scores_rating,host_about,host_verifications
8607283,24366527,f,within a day,75%,6,88,"I am a mother first, an actress second. I love singing, dancing, and acting here in the big apple! But being a mom has brought me more joy than I could have ever known. My husband is also an actor, and musician. He is amazing! We love watching movies, we LOVE all things disney, and we love shoving our faces with food!","['phone', 'facebook', 'reviews']"
493177,2436633,f,within a few hours,90%,90,91,"I am a music and short film producer who is passionate about sustainability, small local organic farming and traveling. ","['email', 'phone', 'facebook', 'reviews', 'kba']"
17636845,2436007,f,within a day,90%,0,,"New York City. Quiet but adventurous touring artist who loves traveling the world and immersing myself in new cultures. Good conversation, better food, and delicious wine can be some of the best things in life!  I write poems and perform in schools, colleges and theaters.Most common place visited: Jamaica.Favorites visited so far: Thailand and Annecy, FranceDream vacation: Around the World in 179 days.Books: The Tao of Travel: Enlightenments From Lives on the Road.","['email', 'phone', 'facebook', 'reviews', 'kba']"
491977,2431528,f,within a few hours,80%,11,89,"Like many adopted Manhattanites , I am a transplant. I am a freelance Senior Producer and Curator with special interests in design, art, music and film. I've lived in the city and in this same apartment for 6 years as it's a perfect location for me to fully indulge my interests and gain inspiration. I travel domestically & internationally quite often. During my travels away from be beloved home; I look forward to hosting other like minded travelers.  I hope you enjoy your time here and fall in love with the digs and neighborhood as much as I. During your stay, I will be available via sms, mobile and online chat. Also, I will have a local contact should you need anything. :)","['email', 'phone', 'facebook', 'reviews', 'work_email']"
4694480,24268565,t,within a few hours,100%,106,99,"5th generation family from the neighborhood who knows and loves the area and NYC! I am a husband and proud father of four precious children.We love the outdoors and do many long family driving trips in the USA to camp, fish and sight-see.We have had the chance to travel all over the world serving others in need (what many call humanitarian work)....what an amazing world with such wonderful people.","['email', 'phone', 'reviews', 'jumio']"
3325310,2424150,f,within a few hours,90%,17,93,"Hey there. I'm from Wyoming originally but have fallen in love with NYC where I have lived for the past 7 years. I am a theater professor, actor and in order to pay the bills, a bartender. I love to escape the city from time to time mainly during the summer months. I am a considerate guest who is quiet and respectful. ","['email', 'phone', 'facebook', 'reviews']"
5672615,2423554,f,within a day,100%,6,97,"I'm an adventurous and curious type, always looking to expand  perspective and learn. Traveling to places outside of your own cultural sphere is the best form of education, I think, so I spend as much time as I can doing it. I'm also a musician (singer). Music, literature, languages, politics (not in any partisan sense of the word), food, civics, history, philosophy...these are some of my indoor passions. Hiking, biking, swimming, kayaking/canoeing, camping, simply being outside in the glory of nature...these are some of my outdoor passions. My partner and I travel as much as we can, and we love to make friends in as many places as we can. Here's hoping we're successful.","['email', 'phone', 'facebook', 'reviews', 'kba']"
490011,2423401,f,N/A,N/A,0,,"Lifelong teacher, soccer player, sports and food enthusiast!","['email', 'phone', 'linkedin', 'jumio', 'government_id']"
489962,2422907,t,within a few hours,100%,118,95,Retired teacher/administrator.  Volunteer at the MET Museum and ardent traveler.,"['email', 'phone', 'reviews', 'kba']"
12837347,2422648,f,within a few hours,100%,3,87,"Fashion/ textile designer in nyc who loves biking, cooking, the beach and hammocks.(URL HIDDEN)","['email', 'phone', 'reviews', 'kba', 'work_email']"
489365,2420670,t,within an hour,100%,125,96,"I am a creative currently working in the film/video business. I enjoy photography, travel, yoga, nature, art, design and love being near the excitement of New York and all it has to offer. ","['email', 'phone', 'facebook', 'reviews', 'jumio']"
8634515,24188973,f,within an hour,100%,9,96,"I am a health & fitness enthusiast in love with places I've never been and people I've never met. I enjoy learning new languages and immersing myself in different cultures. My passport is the one thing in life I cannot live without. I have stayed in many vacation rentals around the world. As a host, I will provide the same quality of service I expect to receive when I'm traveling. ","['email', 'phone', 'reviews', 'kba']"
488327,2416281,f,within a day,71%,33,90,this reservation is accepted,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']"
487816,2413714,f,within an hour,100%,64,93,Love to travel and meet new people. ,"['email', 'phone', 'facebook', 'reviews', 'kba']"
4660964,24118443,f,within a day,100%,8,83,"I'm a crafter, advertising project manager, photo taker, traveler, runner, biker living in Brooklyn, NY since 2007. Tell me a joke, and I'll be your friend.","['email', 'phone', 'facebook', 'reviews', 'kba']"
484297,2397411,f,within a day,100%,6,100,Australian. Very.Doc filmmaker.Three kids. Best kids ever.Beautiful wife. And this IS my beautiful house. ,"['email', 'phone', 'facebook', 'reviews', 'work_email']"
512775,2396295,f,within a few hours,90%,130,88,"Born and raised in Dutch Kills, Long Island City, I am interested in my community's vibrant revival. My family and I have lived on the same street for so many years, really I can't remember how long. With two young children and a busy wife, we still find time play hard. We participate in many local community events that help promote our little town at the foot of the Queens Boro Bridge. My wife owns and operates a Daycare for Children and I am involved in some local business' here in Dutch Kills. I am a football fanatic and love traveling by sea, not air! We would be so pleased to help you enjoy your stay here at the Cottage and if there is anything we can do for you, please ask.Welcome to the Cottage in Dutch Kills. ","['email', 'phone', 'facebook', 'reviews', 'kba']"
4615713,23911763,f,within a few hours,84%,4,93,"Jennifer:  I am a professional working in the contemporary art world. I know the city extremely well and am happy to offer you any help or suggestions for your trip. I am quiet, calm mannered healthy person. I spend my time between the city and Greenwich CT, and will be your contact for all of your needs on your upcoming stay!","['email', 'phone', 'reviews', 'kba']"
5194812,23909946,t,within an hour,94%,41,95,"Hello! I am a Texan-New Yorker, grandly living my dreams! I am a part-time grad student [M.A. Applied Theater] and transitioning into full-time artist. I've toured a bit in Europe and often travel within the US for short trips involving performance activism. I'm very active in lots of eclectic activities and happy to share my knowledge of the neighborhood and great underground spots and events in NYC. I am eager to meet other interesting people from around the world who wish to engage the City as a traveler rather than as a consumer. I encourage you to have an authentic NYC experience.We are a community of creative intellectuals and professionals in a five bedroom apartment. We affectionately call our place the ""Penthouse"" as it is a walk-up -- yet the rooftop just above is worth the journey and even on a cool day, it's a treat to enjoy. I am incredibly hospitable and will have towels, toiletries, and some comfort essentials available, such as tea, coffee, continental breakfast snacks, etc. Welcome to Brooklyn, and look forward to being your hostess!","['email', 'phone', 'reviews', 'jumio', 'government_id', 'work_email']"
1596603,2390919,f,within a day,90%,33,93,I am a DJ/Music producer that is on the move a lot.  I welcome to you to my home wile I am away!!!,"['email', 'phone', 'facebook', 'reviews', 'kba']"
521806,2389494,f,within an hour,100%,1,100,"I teach Russian at a local university and I am a freelance translator. I live with my husband who is a web designer and guides tours of New York City in his spare time.We have a feisty beautiful cat, so if you choose to stay at our place you have to be a cat lover, and a patient one at that. :-)We love to travel all over the world. We also love tango, windsurfing, beaches, exploring other cultures and exotic food.","['email', 'phone', 'facebook', 'reviews', 'kba', 'work_email']"
